RegionName,StateName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30
Alabama,AL,86038,86143,86229,86355,86425,86531,86673,86890,87026,87158,87261,87453,87566,87696,87822,88171,88614,89053,89405,89720,90123,90576,91068,91508,92078,92566,93032,93297,93555,93806,94193,94496,94885,95218,95558,95803,96069,96375,96724,96995,97320,97585,97809,98083,98365,98674,99047,99402,99688,99952,100226,100621,100973,101368,101686,102009,102310,102632,102968,103398,103920,104334,104701,104953,105211,105456,105745,106007,106286,106592,106845,107009,107103,107276,107437,107621,107847,108097,108363,108599,108839,109071,109303,109569,109824,110151,110493,110907,111212,111453,111655,111935,112240,112479,112685,112882,113173,113482,113859,114198,114613,115091,115629,116116,116572,117053,117611,118205,118718,119108,119382,119684,120079,120556,121094,121618,122223,122937,123849,124794,125814,126708,127697,128606,129575,130460,131324,132214,132973,133636,133991,134329,134567,135124,135673,136300,136538,136656,136628,136734,136812,136897,136872,136836,136640,136375,136041,135789,135662,135639,135578,135285,134974,134484,134135,133595,133184,132582,132036,131324,130691,129998,129448,128911,128384,127940,127599,127376,127190,127001,126575,126123,125574,125084,124458,123860,123346,122926,122398,121776,120994,120330,119842,119523,119251,118977,118706,118452,118124,117764,117324,117046,116990,116979,116970,116801,116755,116680,116708,116690,116779,116878,117122,117297,117480,117626,117843,118049,118114,118194,118294,118534,118741,118948,119135,119357,119502,119618,119667,119854,120166,120528,120830,121080,121256,121475,121695,121884,122084,122287,122576,122787,122977,123142,123384,123587,123856,124026,124187,124375,124662,125029,125363,125738,126047,126395,126632,126917,127157,127547,128003,128447,128768,129028,129322,129660,130021,130296,130625,131037,131596,132102,132505,133035,133591,134195,134722,135280,135896,136572,137286,137906,138449,138938,139497,139944,140457,140987,141556,142091,142616,143257,143909,144474,144911,145406,146030,146828,147635,148481,149373,150338,151310,152082,152842,153814,155104,156485,157867,159271,160771,162369,164082,165914,167909,170184
South Carolina,SC,100127,100268,100321,100556,100728,101006,101176,101386,101490,101708,101939,102234,102516,102849,103264,103607,103981,104302,104777,105267,105989,106659,107393,108033,108669,109099,109573,109989,110643,111184,111835,112426,112957,113334,113582,113871,114261,114820,115364,116037,116544,117101,117519,117924,118250,118639,119134,119700,120220,120813,121369,121967,122425,122914,123327,123865,124443,125018,125556,125990,126554,127024,127532,127851,128264,128664,129117,129442,129741,130049,130360,130686,130892,131020,131162,131395,131692,131942,132208,132493,132790,133085,133405,133750,134120,134561,134956,135323,135625,135973,136364,136815,137265,137725,138167,138644,139137,139659,140199,140760,141438,142130,142813,143440,144180,145006,145924,146809,147732,148552,149545,150514,151485,152421,153479,154636,155787,156912,158039,159219,160303,161595,162710,163962,165088,166335,167502,168528,169393,170155,170767,171274,171731,172105,172485,172692,172894,172939,173009,173076,173106,172968,172906,172774,172790,172581,172164,171695,171274,170960,170324,169533,168747,168087,167129,166152,164960,163992,163201,162364,161330,160168,159297,158654,158092,157553,157210,156998,156907,156699,156332,156076,155969,155786,155331,154761,154070,153352,152647,151725,150680,149478,148604,147721,146950,146272,145856,145449,145006,144542,144089,143955,143976,144246,144182,144182,144059,143964,143733,143495,143526,143680,143896,143999,144059,144127,144498,144907,145355,145796,146339,147045,147630,148176,148720,149228,149804,150281,150576,150718,150942,151280,151698,152061,152434,152748,152982,153262,153613,154142,154796,155513,156123,156683,157207,157644,158059,158561,159208,159906,160602,161123,161632,162091,162759,163404,164030,164773,165606,166508,167307,168046,168527,169121,169626,170461,171178,171996,172749,173492,174169,174830,175550,176302,177308,178321,179575,180556,181476,182247,183046,183859,184678,185405,186186,187022,187903,188732,189318,189928,190420,190973,191543,192131,192699,193266,193844,194528,195267,196015,196916,197785,198908,199767,200736,201793,203258,204941,206779,208726,210799,213141,215704,218625,221736,225406
Louisiana,LA,85346,85667,85911,86430,86734,87018,87195,87529,87834,88238,88557,88971,89380,89739,90007,90277,90678,91077,91515,91882,92321,92647,93078,93439,93803,94116,94551,94861,95521,96218,97146,97773,98338,98877,99400,99794,100170,100528,100944,101491,101878,102281,102556,102949,103314,103575,103917,104323,104864,105434,105912,106339,106681,107056,107400,107768,108210,108757,109342,109955,110608,111143,111686,112156,112465,112786,113077,113715,114256,114766,115091,115362,115529,115835,116228,116785,117747,118485,119218,119108,119206,119271,119729,120195,120697,121123,121434,121531,121507,121599,121838,122403,122934,123537,123903,124298,124784,125386,126089,126738,127289,127855,128357,129052,129669,130249,130819,131350,131648,131873,132039,132631,133422,134394,135443,136502,137600,138816,140007,141328,142785,144253,145712,146871,147856,148693,149433,150112,150717,151259,151878,152418,152914,153421,153976,154510,154847,155132,155384,155689,155977,156171,156407,156532,156655,156513,156291,155991,155924,155858,155876,155886,155883,155841,155489,155306,155074,155091,154997,155095,155004,154887,154678,154360,154044,153732,153724,153687,153930,154115,154386,154315,154322,154239,154074,153808,153641,153475,153250,152864,152085,151265,150347,149745,149205,148884,148727,148650,148515,148454,148354,148246,148235,148205,148367,148582,148866,149006,148949,148942,149005,149079,149019,149021,149103,149374,149667,149864,150091,150454,150967,151420,151647,151837,152088,152491,152981,153401,153704,153957,153955,153858,153733,153873,154110,154388,154905,155254,155551,155759,156214,156632,157086,157506,158000,158294,158671,159075,159362,159734,159935,160263,160311,160558,160942,161504,162000,162455,162878,163218,163483,163627,163860,164007,164507,165058,165677,165982,166307,166603,167025,167414,167972,168566,169277,169854,170086,170082,169923,170020,170034,170240,170271,170435,170308,170149,169920,169949,170095,170302,170698,171047,171373,171442,171536,171552,171771,172399,173108,173714,174187,174795,175168,175420,175737,176407,177245,178179,179172,179983,180865,181867,183117,184427,186016,187844
Kentucky,KY,76359,76514,76644,76937,77192,77453,77713,77985,78254,78488,78795,79118,79436,79669,79905,80119,80398,80687,81010,81319,81638,81992,82287,82582,83005,83487,84003,84411,84831,85222,85568,85909,86256,86637,86927,87193,87259,87450,87643,88047,88377,88717,89026,89345,89640,89942,90316,90695,91083,91375,91669,91951,92265,92566,92908,93307,93754,94166,94602,95067,95646,96159,96661,97074,97516,97964,98370,98696,98960,99226,99478,99721,99914,100149,100376,100625,100831,101051,101304,101581,101860,102127,102401,102657,102905,103172,103458,103769,104072,104350,104600,104875,105198,105526,105828,106116,106391,106669,106887,107065,107276,107543,107871,108168,108443,108787,109112,109467,109836,110240,110724,111228,111727,112171,112584,112986,113326,113571,113858,114185,114535,114820,115104,115438,115730,115985,116154,116323,116575,116825,117097,117263,117397,117510,117564,117602,117661,117754,117851,117922,117946,118006,118000,117989,117915,117842,117771,117581,117415,117260,117245,117254,117267,117205,117099,116959,116913,116884,116776,116618,116380,116209,115982,115767,115510,115330,115261,115308,115345,115343,115397,115496,115602,115555,115424,115247,115097,114932,114561,114118,113554,113029,112503,112059,111700,111432,111216,111053,110861,110666,110637,110648,110733,110799,110897,111024,111081,111051,111017,110945,111037,111128,111244,111293,111423,111579,111815,111934,112098,112299,112562,112942,113198,113496,113704,113950,114038,114209,114267,114477,114668,114995,115327,115506,115694,115871,116163,116524,117016,117379,117781,118093,118478,118756,119020,119401,119847,120259,120622,120959,121349,121848,122359,122911,123403,123976,124510,125063,125580,126203,126835,127469,127993,128491,129100,129787,130531,131200,131889,132545,133230,133841,134588,135290,136063,136750,137409,137952,138440,138960,139531,140001,140414,140786,141011,141378,141891,142630,143270,143929,144712,145525,146252,146820,147361,147844,148240,148753,149385,150024,150645,151299,151923,152512,153102,154077,155167,156414,157868,159265,160590,161938,163491,165181,167002,168998
Oregon,OR,131562,132048,132470,133323,134152,134994,135839,136644,137410,138257,139139,140049,140880,141676,142555,143447,144278,145022,145698,146374,147044,147495,147941,148298,148955,149467,149888,150128,150502,150951,151457,151988,152413,152958,153316,153849,153961,154201,154322,154709,155062,155374,155678,155990,156668,157288,158012,158314,158725,159226,159943,160708,161277,161797,162194,162647,162964,163336,163739,164306,164980,165529,166074,166468,166922,167361,167898,168539,169137,169733,170242,170870,171498,172170,172755,173338,174009,174755,175482,176001,176557,177128,177931,178720,179619,180452,181289,182058,182801,183572,184396,185411,186483,187738,188898,190115,191272,192598,193978,195328,196825,198325,200043,201654,203384,205181,207225,209227,211318,213678,216335,219446,222541,225826,229294,233219,237641,241869,245896,250038,254191,257848,261256,264515,268072,271886,275276,278282,279957,281556,283035,284547,285822,286925,288215,289596,290780,291196,291235,290924,290880,290522,289800,288750,287159,286121,284475,282787,280372,278123,275999,273631,271161,268577,266121,263454,261301,258598,255888,252806,250357,247989,245739,244066,243007,242273,241503,240924,240130,239501,239239,238867,237894,236444,234873,233041,230728,228578,226851,225217,223514,221447,219016,216662,214748,213558,212736,212001,211451,210621,209736,208719,208046,207677,208002,208686,209638,210500,211319,212562,213856,215629,216857,218458,220160,222780,225291,227936,230508,232776,234953,236511,238289,239714,241969,244198,246409,247781,248771,249738,250441,251616,252706,254145,255550,257182,258722,259994,261231,262899,264967,266775,268713,270717,273017,275608,278106,280706,283164,285773,288501,290626,292849,295425,298649,301717,304796,307379,310053,312423,314622,317040,319342,322055,324323,326688,328495,330069,331421,333108,334882,336708,338628,340425,342152,344154,346476,348565,350424,352288,354242,355636,356591,357222,358273,359538,361066,362089,362535,362816,363340,364372,365143,365979,366214,367143,367770,369234,371051,373206,375775,377879,379742,380862,382643,385386,389495,393705,398522,403261,408308,414037,420504,428411,437470,447968
Oklahoma,OK,64946,65044,65201,65461,65734,65935,66139,66311,66470,66617,66807,67047,67241,67450,67591,67810,68007,68302,68590,68921,69259,69620,69959,70268,70701,71109,71507,71770,72063,72356,72657,73005,73395,73792,74082,74282,74409,74646,74923,75278,75595,75943,76308,76596,76838,77058,77388,77782,78133,78381,78683,79011,79414,79746,80088,80400,80695,80993,81347,81750,82203,82620,82970,83272,83533,83814,84065,84367,84679,84989,85222,85424,85626,85900,86149,86399,86627,86883,87161,87416,87673,87932,88220,88487,88706,88912,89170,89473,89755,90010,90247,90496,90741,90968,91206,91457,91743,92037,92302,92551,92808,93085,93366,93691,94057,94472,94800,95137,95504,95850,96163,96455,96806,97135,97461,97774,98124,98428,98790,99135,99512,99953,100488,100964,101343,101661,101991,102320,102597,102914,103233,103563,103850,104052,104273,104464,104697,104919,105238,105527,105742,105854,106018,106178,106259,106406,106319,106375,106347,106484,106462,106400,106395,106520,106482,106383,106251,106046,105953,105796,105801,105831,105946,106083,106194,106278,106556,106775,107006,107145,107386,107633,107807,107746,107460,107122,106758,106449,105989,105671,105394,105234,104943,104556,104126,103829,103771,103815,103974,103981,103959,103833,103731,103724,103769,103940,104207,104445,104607,104696,104678,104744,104939,105278,105583,105743,105922,106167,106337,106554,106782,107113,107470,107692,107906,108054,108343,108623,108884,109047,109323,109561,109853,110092,110394,110947,111443,111880,112150,112515,112953,113351,113642,113943,114213,114476,114654,114595,114574,114637,114973,115367,115739,116078,116413,116779,117160,117516,117854,118252,118626,119015,119220,119466,119691,120109,120511,120894,121181,121503,121913,122367,122787,123181,123564,123772,123990,124169,124493,124702,124947,125180,125465,125812,126142,126521,126823,127371,127849,128278,128578,129076,129674,130253,130749,131234,131843,132436,133231,133908,134704,135412,136048,136576,137132,137908,138786,139726,140695,141783,142885,144118,145426,146978,148781,150754
Connecticut,CT,150655,150455,150686,150842,150957,151021,151088,151328,151202,151075,150837,150902,150523,150640,150151,150198,150111,150205,150382,150401,150915,151361,151885,152098,153109,153846,154885,155155,155753,156267,156700,157167,157726,158519,159452,160230,160739,161079,161723,162689,163806,164830,165890,166804,167723,168599,169656,170915,172221,173783,175242,176566,177476,178466,179588,180773,181951,183093,184313,185561,186917,188207,189513,190901,192365,193750,195050,196837,198765,200743,202224,203606,204989,206644,208369,210168,212038,214120,216313,218327,220024,222199,224609,227110,229404,231517,233792,236023,238393,240605,242797,244824,247208,248992,251074,253253,255845,258423,260631,263043,265529,268394,271251,274003,276634,279565,282593,285562,288096,290789,293475,296286,298942,301803,304609,307727,310742,313800,316493,318715,320619,321699,323423,324802,326379,326890,327308,327181,326866,326121,325385,324790,325030,325417,325578,324979,324016,322896,321836,321068,320629,320080,319088,317756,315378,312744,309734,307384,305599,304134,302530,300182,297440,294772,292669,290888,289263,287890,286026,283902,281117,278507,276291,275082,274197,273778,272938,272041,270730,269687,269495,269853,270250,270269,269746,268805,267612,265820,263733,261706,260591,259645,258076,256112,254164,253012,251806,250335,248660,247003,245854,244558,243172,241760,240679,239520,238375,236727,235670,235112,234918,235189,235546,236458,237339,237802,238424,239473,240999,242460,243418,244420,245471,246239,246761,246745,246537,246511,246115,245702,244842,244512,244211,243642,242911,242482,242371,242213,241994,241974,242400,242782,243213,243273,243409,243616,244038,243925,243291,242974,243128,243525,243556,243222,243015,242901,242974,242906,242720,243043,243852,244764,245683,246238,246826,247582,248417,249171,249965,250824,251822,252605,253535,254026,254403,254529,254961,255374,255851,256492,256926,257387,257330,257362,257087,257480,257443,258008,258384,259167,259778,260114,260043,259675,259233,258887,258789,258994,259974,260657,261719,262811,263954,265399,267386,270324,273801,277579,281680,285749,289933,294669,299716,305167,311347,318096
Iowa,IA,80412,80577,80721,81022,81261,81485,81662,81846,82011,82294,82672,83105,83292,83357,83343,83392,83520,83653,83842,83995,84165,84188,84046,83848,83986,84276,84683,84993,85317,85622,85943,86273,86622,86886,87206,87572,87958,88353,88690,89084,89406,89770,90067,90428,90770,91281,91837,92219,92585,92947,93505,93930,94355,94702,95093,95394,95747,96127,96473,96915,97277,97683,97976,98304,98616,98966,99328,99750,100176,100528,100858,101198,101487,101743,101969,102355,102807,103295,103670,103967,104190,104469,104823,105199,105619,106036,106428,106719,106965,107195,107529,107943,108421,108885,109333,109718,110105,110420,110807,111165,111499,111789,112035,112333,112649,113031,113341,113737,114131,114623,115061,115593,116244,116982,117731,118339,118840,119177,119538,119836,120139,120412,120716,120968,121215,121447,121718,121963,122220,122495,122769,123004,123193,123444,123731,124027,124109,124121,124070,124137,124198,124336,124443,124595,124789,124832,124696,124433,124302,124220,124134,124035,123989,123888,123777,123633,123379,123111,122866,122748,122661,122584,122549,122474,122386,122317,122260,122215,122214,122306,122531,122699,122774,122680,122470,122206,121867,121488,121106,120716,120434,120107,119747,119369,119025,118804,118679,118675,118726,118762,118830,118902,118848,118776,118762,118886,119078,119271,119527,119751,120029,120417,120825,121220,121650,122096,122350,122451,122555,122815,123059,123318,123542,123743,123897,124130,124369,124694,125131,125673,126127,126432,126660,126842,127070,127284,127517,127716,128029,128319,128666,128991,129410,129828,130276,130748,131213,131679,132167,132597,132942,133299,133678,134043,134411,134828,135297,135737,136116,136515,136930,137422,138020,138610,139204,139746,140251,140776,141243,141737,142219,142686,143199,143723,144094,144409,144723,145247,145818,146188,146541,146939,147474,147983,148361,148767,149236,149800,150293,150674,150990,151458,151890,152448,152863,153329,153602,153953,154271,154364,154470,154564,154977,155394,155953,156413,156916,157459,158266,159058,159938,161029,162225,163531,164709,165955
Mississippi,MS,74277,74276,74352,74445,74597,74731,74918,75061,75187,75470,75810,76154,76283,76375,76491,76696,76924,77097,77162,77299,77521,78042,78471,78914,79232,79721,80057,80317,80481,80905,81337,81841,82212,81683,81092,80504,80778,81080,81490,81906,82120,82016,82087,81995,82066,82255,82742,83193,83380,83513,83657,83830,84172,84633,84978,85338,85639,86130,86607,87234,87746,88091,88342,88617,88930,89229,89443,89752,90000,90344,90529,90660,90773,90914,91066,91110,91258,91454,91839,92059,92349,92547,92833,93083,93280,93512,93782,94145,94414,94628,94689,94874,95003,95212,95386,95636,95988,96322,96643,96886,97187,97422,97810,98120,98555,98892,99290,99705,100091,100567,101023,101535,102064,102749,103440,104149,104803,105547,106238,106814,107381,108115,109039,110057,110760,111511,112114,112934,113665,114410,115032,115658,116189,116538,116675,116850,117372,117703,117976,118045,118198,118246,118220,118049,118025,117858,117710,117251,116645,116097,115577,115181,114741,114402,114157,113977,113572,113173,112826,112642,112435,112173,111992,111722,111466,111161,110861,110533,110298,110170,110015,109826,109599,109428,109078,108731,108350,108051,107764,107614,107522,107383,107201,106972,106819,106626,106617,106579,106606,106501,106421,106254,106079,105910,105733,105669,105635,105664,105665,105647,105519,105401,105312,105253,105197,105133,105181,105117,105019,104867,104706,104586,104550,104558,104540,104565,104587,104699,104795,105009,105244,105462,105737,106070,106460,106912,107403,107912,108418,108870,109244,109586,109909,110293,110626,110903,111112,111317,111477,111612,111747,111918,112159,112379,112625,112907,113216,113588,113922,114190,114447,114754,115107,115399,115694,116036,116390,116663,116912,117172,117503,117862,118255,118577,118923,119287,119642,119957,120304,120737,121192,121615,122069,122474,122849,123188,123532,123948,124426,125019,125528,126014,126395,126856,127215,127545,127828,128135,128536,128782,129061,129176,129550,129902,130444,130910,131503,132201,133011,133906,134797,135858,136958,138239,139462,140818
Arkansas,AR,70193,70224,70302,70413,70543,70661,70816,70986,71151,71334,71492,71694,71904,72204,72460,72770,73007,73213,73330,73468,73671,73878,74191,74455,74823,75032,75261,75337,75538,75844,76234,76590,76873,77132,77275,77394,77330,77360,77367,77557,77734,77931,78146,78308,78450,78556,78687,78866,79059,79370,79692,80059,80282,80460,80589,80826,81121,81463,81919,82407,82989,83292,83558,83693,83986,84266,84570,84821,85030,85156,85230,85278,85382,85583,85818,86061,86297,86567,86851,87116,87396,87759,88131,88505,88737,89006,89253,89568,89920,90271,90652,91014,91415,91799,92175,92557,92967,93421,93908,94419,94863,95308,95718,96225,96718,97235,97712,98224,98889,99596,100326,100982,101646,102310,102997,103603,104233,104898,105670,106372,106943,107426,107908,108388,108911,109421,109904,110325,110730,111011,111251,111454,111657,111827,111921,112041,112081,112149,112190,112371,112450,112558,112511,112514,112462,112482,112496,112493,112361,112105,111876,111580,111374,111103,110858,110509,110102,109593,109058,108531,108165,107917,107695,107391,107101,106846,106788,106803,106925,106992,107039,107042,107060,106969,106731,106488,106115,105771,105299,104888,104476,104181,103939,103678,103304,103035,102939,102949,103014,103105,103180,103207,103201,103234,103379,103644,104027,104345,104568,104736,104966,105166,105433,105738,106088,106338,106428,106456,106488,106588,106756,106930,107060,107164,107200,107191,107214,107357,107624,107883,108116,108263,108349,108456,108637,108902,109185,109485,109751,109957,110093,110269,110400,110636,110916,111268,111585,111861,112175,112474,112787,113113,113478,113844,114259,114675,115033,115321,115623,115982,116353,116729,117128,117503,117933,118302,118737,119134,119684,120234,120735,121160,121596,122084,122571,123100,123587,124111,124563,124979,125341,125655,126044,126425,126881,127385,127887,128320,128662,129067,129516,130025,130454,130948,131415,131902,132125,132372,132637,133091,133554,134121,134524,135056,135582,136370,137147,138008,139130,140296,141556,142809,144234,145671,147381,149120
Kansas,KS,77680,77829,77986,78251,78429,78596,78730,78931,79099,79333,79575,79831,80071,80323,80562,80823,81176,81513,81922,82234,82583,82821,83010,83205,83463,83662,83804,83916,84142,84448,84761,85077,85418,85790,86218,86597,86923,87286,87692,88206,88596,88962,89233,89554,89875,90214,90597,91020,91455,91757,92037,92247,92579,92913,93344,93771,94181,94601,94958,95361,95864,96531,97232,97867,98539,99156,99686,100157,100577,101022,101249,101517,101731,102009,102352,102811,102889,102887,102736,102731,102666,102638,103243,103793,104370,104586,104521,104151,104134,104487,105322,105972,106396,106703,106683,106916,107009,107315,107858,108738,109464,110119,110418,110853,111764,112872,113972,114404,114929,115406,115921,116265,116744,116848,117045,117140,117447,117465,117422,117730,118158,118688,118990,119305,119501,119886,120309,120801,120991,121301,121695,122191,122560,122809,123093,123419,123739,124028,124282,124537,124741,124916,125058,125109,125199,125220,125285,125202,125215,125212,125182,125190,125180,125159,124951,124772,124507,124470,124378,124486,124414,124423,124446,124511,124574,124621,124730,124780,124806,124639,124657,124624,124622,124455,124146,123679,123195,122846,122541,122226,121892,121613,121094,120484,120037,119696,119480,119269,119150,118902,118644,118401,118370,118452,118614,118765,118799,118945,119064,119239,119258,119338,119489,119689,119769,119736,119956,120246,120594,120678,120774,120847,121053,121292,121525,121792,122018,122274,122246,122271,122287,122517,122836,123214,123615,123936,124276,124576,124960,125299,125779,126271,126815,127371,127828,128254,128571,128968,129314,129659,129980,130426,130853,131248,131704,132186,132726,133220,133727,134206,134662,135157,135682,136259,136903,137589,138090,138489,138932,139498,140154,140814,141546,142293,143010,143637,144186,144713,145355,146002,146498,146915,147370,147855,148434,148952,149536,150032,150558,151078,151608,152219,152873,153482,153988,154369,154507,154767,155178,155812,156526,157358,158175,158878,159613,160602,161739,163055,164605,166203,167778,169379,171063,172821,174741,176898
Utah,UT,163389,163533,163818,164327,164995,165544,166061,166481,166936,167372,167914,168440,168874,169222,169431,169743,170102,170645,171193,171673,172076,172546,172768,173022,173439,174187,174958,175455,175572,175609,175641,175790,175969,176050,176292,176412,176439,176370,176426,176608,176373,176145,175994,176461,176882,177352,177746,178322,178872,179426,179889,180469,182126,183563,184945,185222,185741,186221,186844,187418,187988,188396,188682,188892,188696,188648,188571,188991,189330,189782,189992,190108,190166,190143,190345,190448,190429,190309,190273,190269,190133,189788,189640,189517,189495,189561,189499,189578,189763,190064,190226,190294,190424,190693,191009,191401,191806,192211,192593,192860,193005,193094,193157,193255,193365,193545,193640,193772,194015,194525,195151,195885,196617,197255,197901,198674,199729,201020,202559,204247,205873,207641,209594,211951,214444,217357,220749,224312,227853,231078,234090,236804,239809,242783,245975,248827,251749,254705,257322,259795,261359,262633,263597,264695,265397,265247,264200,262387,260459,258165,255831,253238,251190,249210,247233,244930,242268,239862,237454,235585,233492,231723,230165,228815,227314,225935,225010,224351,223702,223037,222349,221807,221079,219987,218327,216271,214762,213276,211590,209338,207548,205853,204704,203181,201987,200788,200201,200122,199503,198880,198295,198594,198825,199318,199623,200348,201419,202547,203546,204450,206012,207904,209995,212178,214291,216465,218553,221115,223339,226016,228573,231045,233136,234747,236096,236853,237677,238413,239315,239436,239633,239645,239631,239726,239694,240351,241295,242365,243497,244574,246027,247761,249356,250795,252424,254494,256730,258607,260016,261496,263150,264861,266183,267415,269153,271115,273206,274692,276624,278523,280954,283251,285399,287411,289712,292250,294717,297233,299521,302079,304014,306070,308057,310504,312668,315317,317883,320911,323660,326058,328526,330652,333091,335673,338407,340879,343598,345922,348124,349409,350312,351480,352609,354104,355517,356468,357790,358844,361729,364105,367463,370014,372695,374690,377132,380747,385307,390797,396712,403830,410354,418477,426998,437868,450376,465012
